|FPP|Entry
32052|sculpo|sculpo, sculpere, sculpsi, sculptus v
32053|sculponea|sculponea, sculponeae n
32054|sculptilis|sculptilis, sculptilis, sculptile adj
32055|sculptor|sculptor, sculptoris n
32056|scurra|scurra, scurrae n
32057|scurrilitas|scurrilitas, scurrilitatis n
32058|scurriliter|scurriliter adv
32059|scurror|scurror, scurrari, scurratus v
32060|scutale|scutale, scutalis n
32061|scutarior|scutarior, scutarioris n
32062|scutarius|scutarius, scutaria, scutarium adj
32063|scutarius|scutarius, scutarii n
32064|scutatus|scutatus, scutata, scutatum adj
32065|scutella|scutella, scutellae n
32066|scutellum|scutellum, scutelli n
32067|scutica|scutica, scuticae n
32068|scutra|scutra, scutrae n
32069|scutula|scutula, scutulae n
32070|scutula|scutula, scutulae n
32071|scutulata|scutulata, scutulatae n
32072|scutulatum|scutulatum, scutulati n
32073|scutulatus|scutulatus, scutulata, scutulatum adj
32074|scutulum|scutulum, scutuli n
32075|scutum|scutum, scuti n
32076|scymnus|scymnus, scymni n
32077|scyphus|scyphus, scyphi n
32078|scytala|scytala, scytalae n
32079|scytale|scytale, scytales n
32080|sebboleth|sebboleth, undeclined n
32081|sebum|sebum, sebi n
32082|secamentum|secamentum, secamenti n
32083|secedo|secedo, secedere, secessi, secessus v
32084|secerno|secerno, secernere, secrevi, secretus v
32085|secespita|secespita, secespitae n
32086|secessio|secessio, secessionis n
32087|secessus|secessus, secessus n
32088|secius|secius adv
32089|secludo|secludo, secludere, seclusi, seclusus v
32090|seclusus|seclusus, seclusa, seclusum adj
32091|seco|seco, secare, secavi, secatus v
32092|seco|seco, secare, secui, sectus v
32093|secor|secor, seci, secutus v
32094|secor|secor, seci, secutus v
32095|secretarium|secretarium, secretarii n
32096|secretarium|secretarium, secretarii n
32097|secretarius|secretarius, secretarii n
32098|secretio|secretio, secretionis n
32099|secreto|secreto adv
32100|secretum|secretum, secreti n
32101|secretus|secretus, secreta adj
32102|sectarius|sectarius, sectaria, sectarium adj
32103|sectilis|sectilis, sectilis, sectile adj
32104|sectio|sectio, sectionis n
32105|sectivus|sectivus, sectiva, sectivum adj
32106|sector|sector, sectari, sectatus v
32107|sectura|sectura, secturae n
32108|secubitus|secubitus, secubitus n
32109|secubo|secubo, secubare, secubui, - v
32110|secularitas|secularitas, secularitatis n
32111|seculariter|seculariter adv
32112|secularus|secularus, seculara adj
32113|secularus|secularus, seculari n
32114|seculis|seculis, seculis, secule adj
32115|seculizo|seculizo, seculizare, seculizavi, seculizatus v
32116|seculum|seculum, seculi n
32117|secum|secum, seci n
32118|secunda|secunda, secundae n
32119|secunda|secunda, secundae n
32120|secundanus|secundanus, secundani n
32121|secundarius|secundarius, secundaria, secundarium adj
32122|secundo|secundo, secundare, secundavi, secundatus v
32123|secundogenitus|secundogenitus, secundogenita, secundogenitum adj
32124|secundum|secundum prep
32125|secundum|secundum, secundi n
32126|secundus|secundus, secunda adj
32127|secundus|secundus, secunda adj
32128|securicula|securicula, securiculae n
32129|securifer|securifer, securifera, securiferum adj
32130|securiger|securiger, securigera, securigerum adj
32131|securis|securis, securis n
32132|securis|securis, securis n
32133|securitas|securitas, securitatis n
32134|securus|securus, secura, securum adj
32135|secus|secus adv
32136|secus|secus prep
32137|secus|secus, undeclined n
32138|secutor|secutor, secutoris n
32139|secuutus|secuutus, secuuti n
32140|sed|sed conj
32141|sedatio|sedatio, sedationis n
32142|sedatus|sedatus, sedata, sedatum adj
32143|sedda|sedda, seddae n
32144|sedda|sedda, seddae n
32145|sedecim|sedecim, -, -, sedecie(n)s n
32146|sedecula|sedecula, sedeculae n
32147|sedentarius|sedentarius, sedentaria, sedentarium adj
32148|sedeo|sedeo, sedere, sedi, sessus v
32149|sedes|sedes, sedis n
32150|sedile|sedile, sedilis n
32151|seditio|seditio, seditionis n
32152|seditiosus|seditiosus, seditiosa, seditiosum adj
32153|sedo|sedo, sedare, sedavi, sedatus v
32154|seduco|seduco, seducere, seduxi, seductus v
32155|seductio|seductio, seductionis n
32156|seductor|seductor, seductoris n
32157|seductus|seductus, seducta, seductum adj
32158|sedulitas|sedulitas, sedulitatis n
32159|sedulo|sedulo adv
32160|sedulus|sedulus, sedula, sedulum adj
32161|seges|seges, segetis n
32162|segestra|segestra, segestrae n
32163|segestre|segestre, segestris n
32164|segmentatus|segmentatus, segmentata, segmentatum adj
32165|segmentum|segmentum, segmenti n
32166|segnipes|segnipes, (gen.), segnipedis adj
32167|segnis|segnis, segne, segnior adj
32168|segnitas|segnitas, segnitatis n
32169|segniter|segniter, segnitius, segnitissime adv
32170|segnitia|segnitia, segnitiae n
32171|segnities|segnities, segnitiei n
32172|segrego|segrego, segregare, segregavi, segregatus v
32173|Seia|Seia, Seiae n
32174|seichus|seichus, seichi n
32175|seipse|seipse, seipsa, seipsum n
32176|seisina|seisina, seisinae n
32177|seisitus|seisitus, seisita, seisitum adj
32178|seiugatus|seiugatus, seiugata, seiugatum adj
32179|seiugis|seiugis, seiugis n
32180|seiunctim|seiunctim adv
32181|seiunctio|seiunctio, seiunctionis n
32182|Seius|Seius, Sei n
32183|Seius|Seius, Seia, Seium adj
32184|sejungo|sejungo, sejungere, sejunxi, sejunctus v
32185|SELAH|SELAH, undeclined v
32186|selectio|selectio, selectionis n
32187|selectivus|selectivus, selectiva, selectivum adj
32188|selego|selego, selegere, selegi, selectus v
32189|selibra|selibra, selibrae n
32190|seligo|seligo, seligere, selegi, selectus v
32191|seliquastrum|seliquastrum, seliquastri n
32192|sella|sella, sellae n
32193|sella|sella, sellae n
32194|sellaria|sellaria, sellariae n
32195|sellariolus|sellariolus, sellariola, sellariolum adj
32196|sellaris|sellaris, sellaris n
32197|sellaris|sellaris, sellaris, sellare adj
32198|sellarium|sellarium, sellari(i) n
32199|sellarius|sellarius, sellari(i) n
32200|sellisternium|sellisternium, sellisterni(i) n
32201|sellula|sellula, sellulae n
32202|sellularius|sellularius, sellularia, sellularium adj
32203|sellularius|sellularius, sellularia, sellularium adj
32204|semanticus|semanticus, semantica, semanticum adj
32205|semaphorum|semaphorum, semaphori n
32206|Semeitica|Semeitica, Semeiticae n
32207|semen|semen, seminis n
32208|semenstris|semenstris, semenstris, semenstre adj
32209|sementerium|sementerium, sementerii n
32210|sementifer|sementifer, sementifera, sementiferum adj
32211|sementis|sementis, sementis n
32212|sementivum|sementivum, sementivi n
32213|sementivus|sementivus, sementiva, sementivum adj
32214|semermis|semermis, semermis, semerme adj
32215|semermus|semermus, semerma, semermum adj
32216|semestris|semestris, semestris, semestre adj
32217|semesus|semesus, semesa, semesum adj
32218|semetipse|semetipse, semetipsa, semetipsum adj
32219|semiadapertus|semiadapertus, semiadaperta, semiadapertum adj
32220|semianimis|semianimis, semianimis, semianime adj
32221|semianimus|semianimus, semianima, semianimum adj
32222|semiapertus|semiapertus, semiaperta, semiapertum adj
32223|semibos|semibos, semibova, semibovum adj
32224|semibos|semibos, semibovi n
32225|semicaper|semicaper, semicapra, semicaprum adj
32226|semicaper|semicaper, semicapri n
32227|semicinctium|semicinctium, semicinctii n
32228|semicintium|semicintium, semicintii n
32229|semicircumferentia|semicircumferentia, semicircumferentiae n
32230|semicoctus|semicoctus, semicocta, semicoctum adj
32231|semicolon|semicolon, semicoli n
32232|semicorda|semicorda, semicordae n
32233|semicrematus|semicrematus, semicremata, semicrematum adj
32234|semicremus|semicremus, semicrema, semicremum adj
32235|semicubitalis|semicubitalis, semicubitalis, semicubitale adj
32236|semideus|semideus, semidea, semideum adj
32237|semideus|semideus, semidei n
32238|semidiameter|semidiameter, semidiametri n
32239|semiditonus|semiditonus, semiditoni n
32240|semidoctus|semidoctus, semidocta, semidoctum adj
32241|semiermis|semiermis, semiermis, semierme adj
32242|semiermus|semiermus, semierma, semiermum adj
32243|semiesus|semiesus, semiesa, semiesum adj
32244|semifactus|semifactus, semifacta, semifactum adj
32245|semifer|semifer, semifera, semiferum adj
32246|semigermanus|semigermanus, semigermana, semigermanum adj
32247|semigravis|semigravis, semigravis, semigrave adj
32248|semigro|semigro, semigrare, semigravi, semigratus v
32249|semihians|semihians, (gen.), semihiantis adj
32250|semihomo|semihomo, semihominis n
32251|semihora|semihora, semihorae n
32252|semilacer|semilacer, semilacera, semilacerum adj
32253|semilautus|semilautus, semilauta, semilautum adj
32254|semiliber|semiliber, semilibra, semilibrum adj
32255|semilixa|semilixa, semilixae n
32256|semimarinus|semimarinus, semimarina, semimarinum adj
32257|semimas|semimas, (gen.), semimaris adj
32258|semimas|semimas, semimaris n
32259|seminarista|seminarista, seminaristae n
32260|seminarium|seminarium, seminari(i) n
32261|seminarium|seminarium, seminarii n
32262|seminator|seminator, seminatoris n
32263|seminex|seminex, (gen.), seminecis adj
32264|seminiverbius|seminiverbius, seminiverbii n
32265|semino|semino, seminare, seminavi, seminatus v
32266|seminudus|seminudus, seminuda, seminudum adj
32267|semiologia|semiologia, semiologiae n
32268|semiophorum|semiophorum, semiophori n
32269|semipaganus|semipaganus, semipagani n
32270|semipes|semipes, semipedis n
32271|semiplenus|semiplenus, semiplena, semiplenum adj
32272|semiputatus|semiputatus, semiputata, semiputatum adj
32273|semirasus|semirasus, semirasa, semirasum adj
32274|semireductus|semireductus, semireducta, semireductum adj
32275|semirefectus|semirefectus, semirefecta, semirefectum adj
32276|semirefetcus|semirefetcus, semirefetca, semirefetcum adj
32277|semirutus|semirutus, semiruta, semirutum adj
32278|semis|semis, semissis n
32279|semisepultus|semisepultus, semisepulta, semisepultum adj
32280|semisomnus|semisomnus, semisomna, semisomnum adj
32281|semisos|semisos, semissis n
32282|semisupinus|semisupinus, semisupina, semisupinum adj
32283|semita|semita, semitae n
32284|semitalis|semitalis, semitalis, semitale adj
32285|semitarius|semitarius, semitaria, semitarium adj
32286|semitonium|semitonium, semitonii n
32287|semitonus|semitonus, semitoni n
32288|semiustulatus|semiustulatus, semiustulata, semiustulatum adj
32289|semiustus|semiustus, semiusta, semiustum adj
32290|semivir|semivir, semivira, semivirum adj
32291|semivir|semivir, semiviri n
32292|semivivus|semivivus, semiviva, semivivum adj
32293|semivocalis|semivocalis, semivocalis, semivocale adj
32294|semodius|semodius, semodi(i) n
32295|semotus|semotus, semota, semotum adj
32296|semoveo|semoveo, semovere, semovi, semotus v
32297|semper|semper adv
32298|sempiternalis|sempiternalis, sempiternalis, sempiternale adj
32299|sempiternaliter|sempiternaliter adv
32300|sempiterne|sempiterne adv
32301|sempiternitas|sempiternitas, sempiternitatis n
32302|sempiterno|sempiterno adv
32303|sempiternus|sempiternus, sempiterna, sempiternum adj
32304|Sempronianus|Sempronianus, Semproniana, Sempronianum adj
32305|Sempronius|Sempronius, Sempronia, Sempronium adj
32306|semuncia|semuncia, semunciae n
32307|semunciarius|semunciarius, semunciaria, semunciarium adj
32308|semustulatus|semustulatus, semustulata, semustulatum adj
32309|semustus|semustus, semusta, semustum adj
32310|sen|sen, undeclined n
32311|senaculum|senaculum, senaculi n
32312|senariolus|senariolus, senarioli n
32313|senarius|senarius, senaria, senarium adj
32314|senator|senator, senatoris n
32315|senatorius|senatorius, senatoria, senatorium adj
32316|senatus|senatus, senata, senatum adj
32317|senatus|senatus, senatus n
32318|Senatusconsultum|Senatusconsultum, Senatusconsulti n
32319|senatusconsultum|senatusconsultum, senatusconsulti n
32320|Senatusconsultus|Senatusconsultus, Senatusconsultus n
32321|Seneca|Seneca, Senecae n
32322|senecta|senecta, senectae n
32323|senectus|senectus, senecta, senectum adj
32324|senectus|senectus, senectutis n
32325|seneo|seneo, senere, -, - v
32326|senesco|senesco, senescere, senui, - v
32327|senex|senex, senis n
32328|senex|senex, senis adj
32329|senilis|senilis, senilis, senile adj
32330|senio|senio, senionis n
32331|senior|senior, senioris n
32332|senipes|senipes, senipedis n
32333|senium|senium, seni(i) n
32334|Senones|Senones, Senonis n
32335|sensatus|sensatus, sensata, sensatum adj
32336|sensibilis|sensibilis, sensibilis, sensibile adj
32337|sensibilitas|sensibilitas, sensibilitatis n
32338|sensiculus|sensiculus, sensiculi n
32339|sensifer|sensifer, sensifera, sensiferum adj
32340|sensifico|sensifico, sensificare, sensificavi, sensificatus v
32341|sensilis|sensilis, sensilis, sensile adj
32342|sensim|sensim adv
32343|sensitivus|sensitivus, sensitiva, sensitivum adj
32344|sensorius|sensorius, sensoria, sensorium adj
32345|sensualis|sensualis, sensualis, sensuale adj
32346|sensualitas|sensualitas, sensualitatis n
32347|sensum|sensum, sensi n
32348|sensus|sensus, sensus n
32349|sententia|sententia, sententiae n
32350|sententio|sententio, sententiare, sententiavi, sententiatus v
32351|sententiola|sententiola, sententiolae n
32352|sententiose|sententiose adv
32353|sententiosus|sententiosus, sententiosa, sententiosum adj
32354|senticetum|senticetum, senticeti n
32355|sentimentalis|sentimentalis, sentimentalis, sentimentale adj
32356|sentimentum|sentimentum, sentimenti n
32357|sentina|sentina, sentinae n
32358|sentio|sentio, sentire, sensi, sensus v
32359|sentis|sentis, sentis n
32360|sentisco|sentisco, sentiscere, -, - v
32361|sentus|sentus, senta, sentum adj
32362|senus|senus, sena, senum adj
32363|seorsum|seorsum adv
32364|seorsus|seorsus adv
32365|separ|separ, (gen.), separis adj
32366|separatim|separatim adv
32367|separatio|separatio, separationis n
32368|separatista|separatista, separatistae n
32369|separo|separo, separare, separavi, separatus v
32370|sepeleo|sepeleo, sepelere, sepelevi, sepeletus v
32371|sepelio|sepelio, sepelire, sepelivi, sepultus v
32372|sepelo|sepelo, sepelere, sepeli, sepelitus v
32373|sepes|sepes, (gen.), sepedis adj
32374|sepes|sepes, sepis n
32375|sepia|sepia, sepiae n
32376|sepiaceus|sepiaceus, sepiacea, sepiaceum adj
32377|sepio|sepio, sepire, sepivi, sepitus v
32378|sepio|sepio, sepire, sepivi, sepitus v
32379|sepio|sepio, sepire, sepsi, septus v
32380|sepio|sepio, sepire, sepsi, septus v
32381|seplasium|seplasium, seplasi(i) n
32382|sepono|sepono, seponere, seposui, sepositus v
32383|sepositus|sepositus, seposita, sepositum adj
32384|Sept.|Sept., abb. adj
32385|septem|septem, septimus adj
32386|September|September, Septembris n
32387|September|September, Septembris, Septembre adj
32388|septemdecim|septemdecim adj
32389|septemfluus|septemfluus, septemflua, septemfluum adj
32390|septemgeminus|septemgeminus, septemgemina, septemgeminum adj
32391|septemplex|septemplex, (gen.), septemplicis adj
32392|septempliciter|septempliciter adv
32393|septemtrio|septemtrio, septemtrionis n
32394|septemtrional|septemtrional, septemtrionalis n
32395|septemtrionalis|septemtrionalis, septemtrionalis, septemtrionale adj
32396|septemtrionarius|septemtrionarius, septemtrionaria, septemtrionarium adj
32397|septemviralis|septemviralis, septemviralis, septemvirale adj
32398|septemviratus|septemviratus, septemviratus n
32399|septenarius|septenarius, septenaria, septenarium adj
32400|septendecim|septendecim adj
32401|septentrio|septentrio, septentrionis n
32402|septentrional|septentrional, septentrionalis n
32403|septentrionalis|septentrionalis, septentrionalis, septentrionale adj
32404|septentrionarius|septentrionarius, septentrionaria, septentrionarium adj
32405|septicaemia|septicaemia, septicaemiae n
32406|septicollis|septicollis, septicollis, septicolle adj
32407|septicus|septicus, septica, septicum adj
32408|septies|septies adv
32409|septifarius|septifarius, septifaria, septifarium adj
32410|septiforis|septiforis, septiforis, septifore adj
32411|septiformis|septiformis, septiformis, septiforme adj
32412|septiformus|septiformus, septiforma, septiformum adj
32413|septim|septim adj
32414|septimanus|septimanus, septimana, septimanum adj
32415|septimanus|septimanus, septimani n
32416|septimplex|septimplex, (gen.), septimplicis adj
32417|septimpliciter|septimpliciter adv
32418|septingentensim|septingentensim adv
32419|septingentensum|septingentensum adv
32420|septingenti|septingenti adv
32421|septuagenarius|septuagenarius, septuagenaria, septuagenarium adj
32422|septuagensim|septuagensim adj
32423|septuagensum|septuagensum adj
32424|septuaginta|septuaginta, septuagesimus adj
32425|septuennis|septuennis, septuennis, septuenne adj
32426|septum|septum adj
32427|septunx|septunx, septuncis n
32428|septuplum|septuplum adv
32429|septuplum|septuplum, septupli n
32430|septuplus|septuplus, septupla, septuplum adj
32431|sepulchrum|sepulchrum, sepulchri n
32432|sepulcralis|sepulcralis, sepulcralis, sepulcrale adj
32433|sepulcretum|sepulcretum, sepulcreti n
32434|sepulcrum|sepulcrum, sepulcri n
32435|sepultura|sepultura, sepulturae n
32436|sepultus|sepultus, sepulta, sepultum adj
32437|sepultus|sepultus, sepulti n
32438|Sequana|Sequana, Sequanae n
32439|Sequanus|Sequanus, Sequana, Sequanum adj
32440|Sequanus|Sequanus, Sequani n
32441|sequax|sequax, sequacis adj
32442|sequela|sequela, sequelae n
32443|sequela|sequela, sequelae n
32444|sequens|sequens, (gen.), sequentis adj
32445|sequentia|sequentia, sequentiae n
32446|sequester|sequester, sequestri n
32447|sequestra|sequestra, sequestrae n
32448|sequestrarius|sequestrarius, sequestraria, sequestrarium adj
32449|sequestratim|sequestratim adv
32450|sequestratio|sequestratio, sequestrationis n
32451|sequestre|sequestre, sequestris n
32452|sequestro|sequestro, sequestrare, sequestravi, sequestratus v
32453|sequius|sequius adv
32454|sequor|sequor, sequi, secutus v
32455|sequor|sequor, sequi, secutus v
32456|Ser|Ser, Seris n
32457|Ser.|Ser., abb. n
32458|sera|sera, serae n
32459|Seraph|Seraph, undeclined n
32460|seraphicus|seraphicus, seraphica, seraphicum adj
32461|seraphicus|seraphicus, seraphici n
32462|Seraphim|Seraphim, undeclined n
32463|Seraphin|Seraphin, undeclined n
32464|seraphinus|seraphinus, seraphina, seraphinum adj
32465|seren|seren, serenos/is n
32466|serenitas|serenitas, serenitatis n
32467|sereno|sereno, serenare, serenavi, serenatus v
32468|serenum|serenum, sereni n
32469|serenus|serenus, serena, serenum adj
32470|seresco|seresco, serescere, -, - v
32471|seria|seria, seriae n
32472|sericaria|sericaria, sericariae n
32473|sericarius|sericarius, sericaria, sericarium adj
32474|sericarius|sericarius, sericarii n
32475|sericatus|sericatus, sericata, sericatum adj
